Nation,Year,Pop
U.S. Pacific Islands,Year1991,0.2207
Vanuatu,Year1991,0.15772
Vietnam,Year1991,68.63827
Dominican Republic,Year1991,7.2248
Wake Island,Year1991,
World,Year1991,5369.79076
Ecuador,Year1991,10.42992
El Salvador,Year1991,5.19624
Falkland Islands (Islas Malvinas),Year1991,0.002
French Guiana,Year1991,0.12
Grenada,Year1991,0.09406
Guadeloupe,Year1991,0.4
Greenland,Year1991,0.05554
Guatemala,Year1991,9.21325
Guyana,Year1991,0.77053
Haiti,Year1991,6.92983
Honduras,Year1991,4.93323
Jamaica,Year1991,2.35772
Martinique,Year1991,0.378
Montserrat,Year1991,0.01061
Netherlands Antilles,Year1991,0.19014
Nicaragua,Year1991,3.87306
Panama,Year1991,2.44075
Mexico,Year1991,86.48803
Paraguay,Year1991,4.32234
Peru,Year1991,22.05702
Puerto Rico,Year1991,3.56211
Saint Kitts and Nevis,Year1991,0.04141
Saint Lucia,Year1991,0.13917
Saint Vincent/Grenadines,Year1991,0.10796
Suriname,Year1991,0.39536
Trinidad and Tobago,Year1991,1.26039
Turks and Caicos Islands,Year1991,0.01208
Uruguay,Year1991,3.13141
Saint Pierre and Miquelon,Year1991,0.00633
Venezuela,Year1991,19.79068
"Virgin Islands,  U.S.",Year1991,0.10481
"Virgin Islands, British",Year1991,0.01627
Europe,Year1991,559.51433
Albania,Year1991,3.18105
Austria,Year1991,7.81842
Belgium,Year1991,10.00449
Bosnia and Herzegovina,Year1991,--
Bulgaria,Year1991,8.77237
Croatia,Year1991,--
United States,Year1991,252.98094
Cyprus,Year1991,0.76623
Czech Republic,Year1991,--
Denmark,Year1991,5.15435
Faroe Islands,Year1991,0.04757
Finland,Year1991,5.01379
Former Czechoslovakia,Year1991,15.58677
Former Serbia and Montenegro,Year1991,--
Former Yugoslavia,Year1991,23.09752
France,Year1991,57.24172
Germany,Year1991,79.98424
Central & South America,Year1991,365.15137
"Germany, East",Year1991,--
"Germany, West",Year1991,--
Gibraltar,Year1991,0.0281
Greece,Year1991,10.25088
Hungary,Year1991,10.39781
Iceland,Year1991,0.25683
Ireland,Year1991,3.53077
Italy,Year1991,56.77124
Luxembourg,Year1991,0.38715
Macedonia,Year1991,--
Antarctica,Year1991,
Malta,Year1991,0.36258
Montenegro,Year1991,--
Netherlands,Year1991,15.06622
Norway,Year1991,4.26173
Poland,Year1991,38.25322
Portugal,Year1991,9.91901
Romania,Year1991,22.82556
Serbia,Year1991,--
Slovakia,Year1991,--
Slovenia,Year1991,--
Antigua and Barbuda,Year1991,0.06403
Spain,Year1991,39.46142
Sweden,Year1991,8.66811
Switzerland,Year1991,6.94985
Turkey,Year1991,57.65023
United Kingdom,Year1991,57.80509
Eurasia,Year1991,289.94844
Armenia,Year1991,--
Azerbaijan,Year1991,--
Belarus,Year1991,--
Estonia,Year1991,--
North America,Year1992,373.29069
Bermuda,Year1992,0.0587
Argentina,Year1992,33.96685
Former U.S.S.R.,Year1992,--
Georgia,Year1992,5.35529
Kazakhstan,Year1992,16.54206
Kyrgyzstan,Year1992,4.49544
Latvia,Year1992,2.61587
Lithuania,Year1992,3.70028
Moldova,Year1992,4.43808
Russia,Year1992,148.39981
Tajikistan,Year1992,5.50003
Turkmenistan,Year1992,3.83023
Aruba,Year1992,0.06948
Ukraine,Year1992,51.86728
Uzbekistan,Year1992,21.60964
Middle East,Year1992,142.57975
Bahrain,Year1992,0.52971
Iran,Year1992,62.31008
Iraq,Year1992,17.86828
Israel,Year1992,4.82246
Jordan,Year1992,3.87091
Kuwait,Year1992,1.41829
Lebanon,Year1992,3.54803
"Bahamas, The",Year1992,0.25356
Oman,Year1992,1.93949
Palestine,Year1992,--
Qatar,Year1992,0.47581
Saudi Arabia,Year1992,17.06075
Syria,Year1992,13.31165
United Arab Emirates,Year1992,2.05629
Yemen,Year1992,13.368
Africa,Year1992,664.43368
Algeria,Year1992,26.29845
Angola,Year1992,8.74184
Barbados,Year1992,0.2646
Benin,Year1992,5.01014
Botswana,Year1992,1.34473
Burkina Faso,Year1992,8.93497
Burundi,Year1992,5.85649
Cameroon,Year1992,12.57475
Cape Verde,Year1992,0.35649
Central African Republic,Year1992,3.26652
Chad,Year1992,6.26327
Comoros,Year1992,0.45453
Congo (Brazzaville),Year1992,2.4104
Belize,Year1992,0.20082
Congo (Kinshasa),Year1992,41.6454
Cote dIvoire (IvoryCoast),Year1992,13.42214
Djibouti,Year1992,0.54709
Egypt,Year1992,56.62499
Equatorial Guinea,Year1992,0.39202
Eritrea,Year1992,--
Ethiopia,Year1992,54.76061
Gabon,Year1992,0.98637
"Gambia, The",Year1992,1.02546
Ghana,Year1992,16.29285
Bolivia,Year1992,6.89345
Guinea,Year1992,6.80052
Guinea-Bissau,Year1992,1.051
Kenya,Year1992,25.01897
Lesotho,Year1992,1.76171
Liberia,Year1992,1.89388
Libya,Year1992,4.372
Madagascar,Year1992,12.35668
Malawi,Year1992,10.3096
Mali,Year1992,8.7424
Mauritania,Year1992,2.04282
Brazil,Year1992,156.03206
Mauritius,Year1992,1.08481
Morocco,Year1992,24.86108
Mozambique,Year1992,13.18
Namibia,Year1992,1.5525
Niger,Year1992,8.33919
Nigeria,Year1992,101.62507
Reunion,Year1992,0.62
Rwanda,Year1992,7.29857
Saint Helena,Year1992,0.00678
Sao Tome and Principe,Year1992,0.12091
Cayman Islands,Year1992,0.02868
Senegal,Year1992,7.75925
Seychelles,Year1992,0.0725
Sierra Leone,Year1992,4.24628
Somalia,Year1992,6.11621
South Africa,Year1992,40.09107
Sudan,Year1992,27.66838
Swaziland,Year1992,0.95902
Tanzania,Year1992,26.76747
Togo,Year1992,3.97281
Tunisia,Year1992,8.52679
Chile,Year1992,13.57416
Uganda,Year1992,18.72945
Western Sahara,Year1992,0.2344
Zambia,Year1992,8.32181
Zimbabwe,Year1992,10.72025
Asia & Oceania,Year1992,3049.4639
Afghanistan,Year1992,14.8552
American Samoa,Year1992,0.04995
Australia,Year1992,17.41893
Bangladesh,Year1992,115.75094
Bhutan,Year1992,0.60166
Colombia,Year1992,34.52032
Brunei,Year1992,0.26576
Burma (Myanmar),Year1992,41.79115
Cambodia,Year1992,10.14276
China,Year1992,1177.53561
Cook Islands,Year1992,0.01858
Fiji,Year1992,0.75274
French Polynesia,Year1992,0.21217
Guam,Year1992,0.14233
Hawaiian Trade Zone,Year1992,--
Hong Kong,Year1992,5.8297
Canada,Year1992,28.54489
Costa Rica,Year1992,3.16836
India,Year1992,870.11319
Indonesia,Year1992,188.90468
Japan,Year1992,124.32927
Kiribati,Year1992,0.07363
"Korea, North",Year1992,20.71138
"Korea, South",Year1992,43.83712
Laos,Year1992,4.45418
Macau,Year1992,0.37533
Malaysia,Year1992,18.86191
Maldives,Year1992,0.23785
Cuba,Year1992,10.69191
Mongolia,Year1992,2.31795
Nauru,Year1992,0.00983
Nepal,Year1992,20.03337
New Caledonia,Year1992,0.17776
New Zealand,Year1992,3.49155
Niue,Year1992,0.002
Pakistan,Year1992,124.96177
Papua New Guinea,Year1992,3.8866
Philippines,Year1992,67.97776
Samoa,Year1992,0.1648
Dominica,Year1992,0.07028
Singapore,Year1992,3.23587
Solomon Islands,Year1992,0.34204
Sri Lanka,Year1992,17.75561
Taiwan,Year1992,20.6872
Thailand,Year1992,56.69281
Timor-Leste (East Timor),Year1992,--
Tonga,Year1992,0.09214
U.S. Pacific Islands,Year1992,0.22761
Vanuatu,Year1992,0.16152
Vietnam,Year1992,69.97972
Dominican Republic,Year1992,7.36293
Wake Island,Year1992,
World,Year1992,5454.29816
Ecuador,Year1992,10.55381
El Salvador,Year1992,5.28601
Falkland Islands (Islas Malvinas),Year1992,0.002
French Guiana,Year1992,0.13
Grenada,Year1992,0.09465
Guadeloupe,Year1992,0.41
Greenland,Year1992,0.05549
Guatemala,Year1992,9.36708
Guyana,Year1992,0.7673
Haiti,Year1992,7.06997
Honduras,Year1992,5.07988
Jamaica,Year1992,2.37785
Martinique,Year1992,0.382
Montserrat,Year1992,0.0105
Netherlands Antilles,Year1992,0.192
Nicaragua,Year1992,4.01959
Panama,Year1992,2.48923
Mexico,Year1992,88.11103
Paraguay,Year1992,4.44589
Peru,Year1992,22.52165
Puerto Rico,Year1992,3.58518
Saint Kitts and Nevis,Year1992,0.04154
Saint Lucia,Year1992,0.14099
Saint Vincent/Grenadines,Year1992,0.10822
Suriname,Year1992,0.3965
Trinidad and Tobago,Year1992,1.2635
Turks and Caicos Islands,Year1992,0.01266
Uruguay,Year1992,3.1531
Saint Pierre and Miquelon,Year1992,0.00636
Venezuela,Year1992,20.24606
"Virgin Islands,  U.S.",Year1992,0.10571
"Virgin Islands, British",Year1992,0.01676
Europe,Year1992,562.1496
Albania,Year1992,3.07201
Austria,Year1992,7.91497
Belgium,Year1992,10.04562
Bosnia and Herzegovina,Year1992,4.25601
Bulgaria,Year1992,8.65851
Croatia,Year1992,4.49401
United States,Year1992,256.51422
Cyprus,Year1992,0.78847
Czech Republic,Year1992,--
Denmark,Year1992,5.17139
Faroe Islands,Year1992,0.04778
Finland,Year1992,5.04104
Former Czechoslovakia,Year1992,15.61859
Former Serbia and Montenegro,Year1992,10.26585
Former Yugoslavia,Year1992,--
France,Year1992,57.56004
Germany,Year1992,80.59776
Central & South America,Year1992,371.43224
"Germany, East",Year1992,--
"Germany, West",Year1992,--
Gibraltar,Year1992,0.02809
Greece,Year1992,10.32543
Hungary,Year1992,10.38305
Iceland,Year1992,0.25901
Ireland,Year1992,3.55776
Italy,Year1992,56.86492
Luxembourg,Year1992,0.39255
Macedonia,Year1992,1.88936
Antarctica,Year1992,
Malta,Year1992,0.3659
Montenegro,Year1992,--
Netherlands,Year1992,15.17424
Norway,Year1992,4.28636
Poland,Year1992,38.3707
Portugal,Year1992,9.92768
Romania,Year1992,22.79703
Serbia,Year1992,--
Slovakia,Year1992,--
Slovenia,Year1992,1.99921
Antigua and Barbuda,Year1992,0.06518
Spain,Year1992,39.55243
Sweden,Year1992,8.71887
Switzerland,Year1992,7.02515
Turkey,Year1992,58.73117
United Kingdom,Year1992,57.96863
Eurasia,Year1992,290.94832
Armenia,Year1992,3.37833
Azerbaijan,Year1992,7.4594
Belarus,Year1992,10.22786
Estonia,Year1992,1.52872
North America,Year1993,378.74233
Bermuda,Year1993,0.05924
Argentina,Year1993,34.40715
Former U.S.S.R.,Year1993,--
Georgia,Year1993,5.24762
Kazakhstan,Year1993,16.45163
Kyrgyzstan,Year1993,4.49021
Latvia,Year1993,2.56571
Lithuania,Year1993,3.689
Moldova,Year1993,4.44378
Russia,Year1993,148.39023
Tajikistan,Year1993,5.54663
Turkmenistan,Year1993,3.91796
Aruba,Year1993,0.07407
Ukraine,Year1993,51.88423
Uzbekistan,Year1993,22.1276
Middle East,Year1993,146.00671
Bahrain,Year1993,0.54425
Iran,Year1993,63.09966
Iraq,Year1993,18.41148
Israel,Year1993,4.99777
Jordan,Year1993,3.98707
Kuwait,Year1993,1.48398
Lebanon,Year1993,3.58539
"Bahamas, The",Year1993,0.25766
Oman,Year1993,2.01457
Palestine,Year1993,--
Qatar,Year1993,0.49104
Saudi Arabia,Year1993,17.63636
Syria,Year1993,13.68518
United Arab Emirates,Year1993,2.1842
Yemen,Year1993,13.88576
Africa,Year1993,680.91751
Algeria,Year1993,26.91644
Angola,Year1993,8.96626
Barbados,Year1993,0.2657
Benin,Year1993,5.25036
Botswana,Year1993,1.38935
Burkina Faso,Year1993,9.2377
Burundi,Year1993,5.68543
Cameroon,Year1993,12.92047
Cape Verde,Year1993,0.36624
Central African Republic,Year1993,3.36703
Chad,Year1993,6.3791
Comoros,Year1993,0.4681
Congo (Brazzaville),Year1993,2.48894
Belize,Year1993,0.20609
Congo (Kinshasa),Year1993,43.02695
Cote dIvoire (IvoryCoast),Year1993,13.86057
Djibouti,Year1993,0.53443
Egypt,Year1993,57.3843
Equatorial Guinea,Year1993,0.40304
Eritrea,Year1993,--
Ethiopia,Year1993,56.03139
Gabon,Year1993,1.01316
"Gambia, The",Year1993,1.06595
Ghana,Year1993,16.80537
Bolivia,Year1993,7.05434
Guinea,Year1993,6.98911
Guinea-Bissau,Year1993,1.08446
Kenya,Year1993,25.81755
Lesotho,Year1993,1.79079
Liberia,Year1993,1.95263
Libya,Year1993,4.48362
Madagascar,Year1993,12.73661
Malawi,Year1993,10.49511
Mali,Year1993,8.95321
Mauritania,Year1993,2.11924
Brazil,Year1993,158.51205
Mauritius,Year1993,1.09864
Morocco,Year1993,25.29264
Mozambique,Year1993,13.69137
Namibia,Year1993,1.59514
Niger,Year1993,8.60931
Nigeria,Year1993,104.19968
Reunion,Year1993,0.63
Rwanda,Year1993,7.59668
Saint Helena,Year1993,0.00684
Sao Tome and Principe,Year1993,0.12285
Cayman Islands,Year1993,0.03001
Senegal,Year1993,7.961
Seychelles,Year1993,0.07332
Sierra Leone,Year1993,4.09967
Somalia,Year1993,6.10102
South Africa,Year1993,40.94061
Sudan,Year1993,28.39476
Swaziland,Year1993,0.98872
Tanzania,Year1993,27.69659
Togo,Year1993,3.95258
Tunisia,Year1993,8.68412
Chile,Year1993,13.78943
Uganda,Year1993,19.42438
Western Sahara,Year1993,0.2433
Zambia,Year1993,8.55505
Zimbabwe,Year1993,10.97637
Asia & Oceania,Year1993,3097.01107
Afghanistan,Year1993,16.81974
American Samoa,Year1993,0.05138
Australia,Year1993,17.6078
Bangladesh,Year1993,117.62067
Bhutan,Year1993,0.57669
Colombia,Year1993,35.2056
Brunei,Year1993,0.27311
Burma (Myanmar),Year1993,42.43742
Cambodia,Year1993,10.62423
China,Year1993,1190.76183
Cook Islands,Year1993,0.01851
Fiji,Year1993,0.75933
French Polynesia,Year1993,0.21719
Guam,Year1993,0.14383
Hawaiian Trade Zone,Year1993,--
Hong Kong,Year1993,5.93451
Canada,Year1993,28.95334
Costa Rica,Year1993,3.25653
India,Year1993,886.74371
Indonesia,Year1993,192.09324
Japan,Year1993,124.66802
Kiribati,Year1993,0.07467
"Korea, North",Year1993,21.07265
"Korea, South",Year1993,44.30704
Laos,Year1993,4.58122
Macau,Year1993,0.3844
Malaysia,Year1993,19.33822
Maldives,Year1993,0.24691
Cuba,Year1993,10.75667
Mongolia,Year1993,2.35969
Nauru,Year1993,0.00982
Nepal,Year1993,20.64137
New Caledonia,Year1993,0.18246
New Zealand,Year1993,3.53464
Niue,Year1993,0.002
Pakistan,Year1993,127.56273
Papua New Guinea,Year1993,3.99325
Philippines,Year1993,69.41697
Samoa,Year1993,0.16612
Dominica,Year1993,0.07042
Singapore,Year1993,3.32815
Solomon Islands,Year1993,0.35284
Sri Lanka,Year1993,17.99715
Taiwan,Year1993,20.88606
Thailand,Year1993,57.44296
Timor-Leste (East Timor),Year1993,--
Tonga,Year1993,0.09378
U.S. Pacific Islands,Year1993,0.23438
Vanuatu,Year1993,0.16526
Vietnam,Year1993,71.28515
Dominican Republic,Year1993,7.49428
Wake Island,Year1993,
World,Year1993,5536.20819
Ecuador,Year1993,10.75368
El Salvador,Year1993,5.33415
Falkland Islands (Islas Malvinas),Year1993,0.002
French Guiana,Year1993,0.13
Grenada,Year1993,0.09576
Guadeloupe,Year1993,0.41
Greenland,Year1993,0.05564
Guatemala,Year1993,9.52288
Guyana,Year1993,0.7669
Haiti,Year1993,7.23284
Honduras,Year1993,5.23262
Jamaica,Year1993,2.40685
Martinique,Year1993,0.386
Montserrat,Year1993,0.01041
Netherlands Antilles,Year1993,0.1945
Nicaragua,Year1993,4.14231
Panama,Year1993,2.53836
Mexico,Year1993,89.74914
Paraguay,Year1993,4.57099
Peru,Year1993,22.99269
Puerto Rico,Year1993,3.6155
Saint Kitts and Nevis,Year1993,0.04206
Saint Lucia,Year1993,0.14279
Saint Vincent/Grenadines,Year1993,0.10854
Suriname,Year1993,0.39724
Trinidad and Tobago,Year1993,1.26512
Turks and Caicos Islands,Year1993,0.01325
Uruguay,Year1993,3.17479
Saint Pierre and Miquelon,Year1993,0.00638
Venezuela,Year1993,20.69145
"Virgin Islands,  U.S.",Year1993,0.10658
"Virgin Islands, British",Year1993,0.01722
Europe,Year1993,564.5766
Albania,Year1993,3.06629
Austria,Year1993,7.9886
Belgium,Year1993,10.08543
Bosnia and Herzegovina,Year1993,3.95502
Bulgaria,Year1993,8.44187
Croatia,Year1993,4.48607
United States,Year1993,259.91859
Cyprus,Year1993,0.80976
Czech Republic,Year1993,10.32643
Denmark,Year1993,5.18839
Faroe Islands,Year1993,0.04609
Finland,Year1993,5.06485
Former Czechoslovakia,Year1993,--
Former Serbia and Montenegro,Year1993,10.30694
Former Yugoslavia,Year1993,--
France,Year1993,57.86641
Germany,Year1993,81.13227
Central & South America,Year1993,377.7438
"Germany, East",Year1993,--
"Germany, West",Year1993,--
Gibraltar,Year1993,0.02722
Greece,Year1993,10.38299
Hungary,Year1993,10.33003
Iceland,Year1993,0.26127
Ireland,Year1993,3.57835
Italy,Year1993,57.0511
Luxembourg,Year1993,0.39808
Macedonia,Year1993,1.91756
Antarctica,Year1993,
Malta,Year1993,0.37001
Montenegro,Year1993,--
Netherlands,Year1993,15.27494
Norway,Year1993,4.31196
Poland,Year1993,38.46775
Portugal,Year1993,9.96783
Romania,Year1993,22.76576
Serbia,Year1993,--
Slovakia,Year1993,5.32358
Slovenia,Year1993,1.99993
Antigua and Barbuda,Year1993,0.06633
Spain,Year1993,39.6377
Sweden,Year1993,8.76928
Switzerland,Year1993,7.08838
Turkey,Year1993,59.80053
United Kingdom,Year1993,58.08795
Eurasia,Year1993,291.21018
Armenia,Year1993,3.23157
Azerbaijan,Year1993,7.48215
Belarus,Year1993,10.25044
Estonia,Year1993,1.49143
North America,Year1994,383.9166
Bermuda,Year1994,0.05975
Argentina,Year1994,34.84689
Former U.S.S.R.,Year1994,--
Georgia,Year1994,5.12081
Kazakhstan,Year1994,16.18215
Kyrgyzstan,Year1994,4.48619
Latvia,Year1994,2.52353
Lithuania,Year1994,3.67964
Moldova,Year1994,4.44121
Russia,Year1994,148.44237
Tajikistan,Year1994,5.60449
Turkmenistan,Year1994,4.0039
Aruba,Year1994,0.07785
Ukraine,Year1994,51.63555
Uzbekistan,Year1994,22.60382
Middle East,Year1994,148.9879
Bahrain,Year1994,0.55868
Iran,Year1994,63.46037
Iraq,Year1994,18.97609
Israel,Year1994,5.17486
Jordan,Year1994,4.08473
Kuwait,Year1994,1.55165
Lebanon,Year1994,3.62071
"Bahamas, The",Year1994,0.26151
Oman,Year1994,2.07679
Palestine,Year1994,--
Qatar,Year1994,0.50626
Saudi Arabia,Year1994,18.20242
Syria,Year1994,14.06143
United Arab Emirates,Year1994,2.31918
Yemen,Year1994,14.39475
Africa,Year1994,696.76671
Algeria,Year1994,27.52148
Angola,Year1994,9.17228
Barbados,Year1994,0.26663
Benin,Year1994,5.48815
Botswana,Year1994,1.43369
Burkina Faso,Year1994,9.57065
Burundi,Year1994,5.74968
Cameroon,Year1994,13.26417
Cape Verde,Year1994,0.37592
Central African Republic,Year1994,3.46585
Chad,Year1994,6.49669
Comoros,Year1994,0.48226
Congo (Brazzaville),Year1994,2.57029
Belize,Year1994,0.21155
Congo (Kinshasa),Year1994,44.48648
Cote dIvoire (IvoryCoast),Year1994,14.37992
Djibouti,Year1994,0.54689
Egypt,Year1994,58.15695
Equatorial Guinea,Year1994,0.41444
Eritrea,Year1994,3.37969
Ethiopia,Year1994,54.03425
Gabon,Year1994,1.04081
"Gambia, The",Year1994,1.10758
Ghana,Year1994,17.30185
Bolivia,Year1994,7.21481
Guinea,Year1994,7.20949
Guinea-Bissau,Year1994,1.11651
Kenya,Year1994,26.45452
Lesotho,Year1994,1.8195
Liberia,Year1994,1.91753
Libya,Year1994,4.59332
Madagascar,Year1994,13.12841
Malawi,Year1994,10.32045
Mali,Year1994,9.17522
Mauritania,Year1994,2.18334
Brazil,Year1994,161.01706
Mauritius,Year1994,1.1113
Morocco,Year1994,25.72317
Mozambique,Year1994,14.78146
Namibia,Year1994,1.63833
Niger,Year1994,8.89259
Nigeria,Year1994,106.81404
Reunion,Year1994,0.64
Rwanda,Year1994,6.50553
Saint Helena,Year1994,0.00689
Sao Tome and Principe,Year1994,0.12492
Cayman Islands,Year1994,0.0313
Senegal,Year1994,8.16615
Seychelles,Year1994,0.07413
Sierra Leone,Year1994,3.97796
Somalia,Year1994,6.26444
South Africa,Year1994,41.66156
Sudan,Year1994,29.16041
Swaziland,Year1994,0.99492
Tanzania,Year1994,28.79766
Togo,Year1994,3.98199
Tunisia,Year1994,8.8354
Chile,Year1994,14.00122
Uganda,Year1994,20.12759
Western Sahara,Year1994,0.25244
Zambia,Year1994,8.78912
Zimbabwe,Year1994,11.08648
Asia & Oceania,Year1994,3144.70448
Afghanistan,Year1994,18.28771
American Samoa,Year1994,0.05273
Australia,Year1994,17.78109
Bangladesh,Year1994,119.51509
Bhutan,Year1994,0.57472
Colombia,Year1994,35.88762
Brunei,Year1994,0.2805
Burma (Myanmar),Year1994,43.21759
Cambodia,Year1994,10.97424
China,Year1994,1203.80174
Cook Islands,Year1994,0.01842
Fiji,Year1994,0.76592
French Polynesia,Year1994,0.22207
Guam,Year1994,0.14316
Hawaiian Trade Zone,Year1994,--
Hong Kong,Year1994,6.06729
Canada,Year1994,29.33081
Costa Rica,Year1994,3.3512
India,Year1994,903.57929
Indonesia,Year1994,195.3278
Japan,Year1994,125.01405
Kiribati,Year1994,0.07561
"Korea, North",Year1994,21.32897
"Korea, South",Year1994,44.7189
Laos,Year1994,4.71183
Macau,Year1994,0.39294
Malaysia,Year1994,19.83502
Maldives,Year1994,0.25338
Cuba,Year1994,10.81326
Mongolia,Year1994,2.40065
Nauru,Year1994,0.00982
Nepal,Year1994,21.24674
New Caledonia,Year1994,0.18745
New Zealand,Year1994,3.5843
Niue,Year1994,0.002
Pakistan,Year1994,130.74625
Papua New Guinea,Year1994,4.1031
Philippines,Year1994,70.94455
Samoa,Year1994,0.16748
Dominica,Year1994,0.07092
Singapore,Year1994,3.42798
Solomon Islands,Year1994,0.36385
Sri Lanka,Year1994,18.24706
Taiwan,Year1994,21.09325
Thailand,Year1994,58.19106
Timor-Leste (East Timor),Year1994,--
Tonga,Year1994,0.09444
U.S. Pacific Islands,Year1994,0.22598
Vanuatu,Year1994,0.16894
Vietnam,Year1994,72.55954
Dominican Republic,Year1994,7.62413
Wake Island,Year1994,
World,Year1994,5616.68132
Ecuador,Year1994,11.01255
El Salvador,Year1994,5.3952
Falkland Islands (Islas Malvinas),Year1994,0.002
French Guiana,Year1994,0.14
Grenada,Year1994,0.09675
Guadeloupe,Year1994,0.42
Greenland,Year1994,0.05592
Guatemala,Year1994,9.77911
Guyana,Year1994,0.76765
Haiti,Year1994,7.39969
Honduras,Year1994,5.38981
Jamaica,Year1994,2.43644
Martinique,Year1994,0.39
Montserrat,Year1994,0.01034
Netherlands Antilles,Year1994,0.19679
Nicaragua,Year1994,4.26426
Panama,Year1994,2.58771
Mexico,Year1994,91.3379
Paraguay,Year1994,4.69758
Peru,Year1994,23.46919
Puerto Rico,Year1994,3.64924
Saint Kitts and Nevis,Year1994,0.04261
Saint Lucia,Year1994,0.14464
Saint Vincent/Grenadines,Year1994,0.10869
Suriname,Year1994,0.39877
Trinidad and Tobago,Year1994,1.26525
Turks and Caicos Islands,Year1994,0.01384
Uruguay,Year1994,3.19725
Saint Pierre and Miquelon,Year1994,0.0064
Venezuela,Year1994,21.12604
"Virgin Islands,  U.S.",Year1994,0.10732
"Virgin Islands, British",Year1994,0.01769
Europe,Year1994,566.98518
Albania,Year1994,3.11116
Austria,Year1994,8.02754
Belgium,Year1994,10.12291
Bosnia and Herzegovina,Year1994,3.78498
Bulgaria,Year1994,8.35334
Croatia,Year1994,4.51119
United States,Year1994,263.12582
Cyprus,Year1994,0.82921
Czech Republic,Year1994,10.33016
Denmark,Year1994,5.2056
Faroe Islands,Year1994,0.0445
Finland,Year1994,5.08604
Former Czechoslovakia,Year1994,--
Former Serbia and Montenegro,Year1994,10.35104
Former Yugoslavia,Year1994,--
France,Year1994,58.11596
Germany,Year1994,81.41416
Central & South America,Year1994,384.26984
"Germany, East",Year1994,--
"Germany, West",Year1994,--
Gibraltar,Year1994,0.02678
Greece,Year1994,10.42983
Hungary,Year1994,10.29655
Iceland,Year1994,0.26608
Ireland,Year1994,3.59554
